appId,title,developer,score,ratings,reviews,installs,genre,url
com.habitgenius.habit.tracker,Habit Tracker - HabitGenius,Ashish Mangukiya,4.45,7961,40,592920,Productivity,https://play.google.com/store/apps/details?id=com.habitgenius.habit.tracker&hl=en&gl=us
com.gethabitbook.app,Habit Tracker - Habit Book,REFBUCKS MEDIA LLP,4.6,26,4,3300,Productivity,https://play.google.com/store/apps/details?id=com.gethabitbook.app&hl=en&gl=us
de.moodpath.android,MindDoc: Mental Health Support,MindDoc Health GmbH,4.2071586,40159,3894,1919005,Health & Fitness,https://play.google.com/store/apps/details?id=de.moodpath.android&hl=en&gl=us
com.betterhelp,BetterHelp - Therapy,BetterHelp - Therapy Made Easy,4.5912533,65078,8651,4215410,Health & Fitness,https://play.google.com/store/apps/details?id=com.betterhelp&hl=en&gl=us
com.theinnerhour.b2b,Amaha: Mental Health Therapy,Amaha Health,4.225722,29388,1827,4945967,Health & Fitness,https://play.google.com/store/apps/details?id=com.theinnerhour.b2b&hl=en&gl=us
com.gen.bettermeditation,BetterMe: Mental Health,BetterMe Limited,4.4545455,66491,1637,5754572,Health & Fitness,https://play.google.com/store/apps/details?id=com.gen.bettermeditation&hl=en&gl=us
com.kooth.serenity,Soluna: Mental Health Care,Kooth,4.6573424,1491,289,588350,Health & Fitness,https://play.google.com/store/apps/details?id=com.kooth.serenity&hl=en&gl=us
com.mypossibleself.app,‎MyPossibleSelf: Mental Health,My Possible Self Ltd,4.521951,6193,495,586224,Health & Fitness,https://play.google.com/store/apps/details?id=com.mypossibleself.app&hl=en&gl=us
com.talkspace.talkspaceapp,Talkspace Therapy & Counseling,Talkspace,4.5026736,10499,2804,936333,Health & Fitness,https://play.google.com/store/apps/details?id=com.talkspace.talkspaceapp&hl=en&gl=us
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Talk to Ash,4.7685776,5905,1600,223635,Health & Fitness,https://play.google.com/store/apps/details?id=xyz.slingshot.ashley.app&hl=en&gl=us
com.sparkwave.mindease,CALMzone: Anxiety Support,Campaign Against Living Miserably (CALM),3.98,1351,112,269704,Health & Fitness,https://play.google.com/store/apps/details?id=com.sparkwave.mindease&hl=en&gl=us
com.sevencupsoftea.app,7 Cups: Online Therapy & Chat,7 Cups of Tea,3.3488371,22226,4160,1867758,Health & Fitness,https://play.google.com/store/apps/details?id=com.sevencupsoftea.app&hl=en&gl=us
com.rootd,Rootd - Anxiety & Panic Relief,Simply Rooted Media,4.3843284,38222,638,2705029,Health & Fitness,https://play.google.com/store/apps/details?id=com.rootd&hl=en&gl=us
com.bstro.MindShift,MindShift CBT - Anxiety Relief,247 Labs Inc.,3.67,2174,198,805525,Health & Fitness,https://play.google.com/store/apps/details?id=com.bstro.MindShift&hl=en&gl=us
com.switch_android,Stress Therapy: Neurocycle,Switch on Your Brain International LLC,3.67,1493,483,221400,Health & Fitness,https://play.google.com/store/apps/details?id=com.switch_android&hl=en&gl=us
com.museLIVE.quabbleapp,Quabble: Daily Mental Health,museLIVE Inc.,4.647059,12640,343,799974,Health & Fitness,https://play.google.com/store/apps/details?id=com.museLIVE.quabbleapp&hl=en&gl=us
com.excelatlife.panic,Quieting Anxiety: CBT Tools,Excel At Life,4.79,2845,579,528947,Health & Fitness,https://play.google.com/store/apps/details?id=com.excelatlife.panic&hl=en&gl=us
ie.armour.dare2,Dare: Anxiety & Panic Attacks,BMD Publishing,4.7336063,14508,1693,950491,Health & Fitness,https://play.google.com/store/apps/details?id=ie.armour.dare2&hl=en&gl=us
app.becomeunstuck.unstuck,Unstuck: CBT Therapy Journal,Unstuck Developments LLC,4.7737226,5683,773,361366,Health & Fitness,https://play.google.com/store/apps/details?id=app.becomeunstuck.unstuck&hl=en&gl=us
com.trifoiltrailblazer.anxiety_pulse,Anxiety Tracker - Pulse Mood,Trifoil Trailblazer,4.5,29,4,6281,Health & Fitness,https://play.google.com/store/apps/details?id=com.trifoiltrailblazer.anxiety_pulse&hl=en&gl=us
