time,open,high,low,close,Volume
1767963600,7085.5,7103.25,7081.75,7092.5,219561
1767970800,7093,7119,7069,7117.5,414503
1767978000,7117.25,7127.5,7111.5,7123.5,153804
1767985200,7123.75,7131.25,7116.75,7118.25,129973
1767992400,7118,7119.5,7115.25,7117.75,20111
1768172400,7120.25,7123.5,7088.75,7093,41358
1768179600,7092.75,7093.5,7080.75,7083.5,43863
1768186800,7083.5,7085,7077.5,7080,15099
1768194000,7080,7082.25,7071.75,7078,15673
1768201200,7078,7084.25,7062.75,7066.5,29689
1768208400,7066.75,7075.5,7065,7072,20610
1768215600,7072.25,7084,7071,7082,22961
1768222800,7082.25,7116.25,7078,7113.25,175418
1768230000,7113.5,7126,7106.25,7123.25,219427
1768237200,7123,7131.5,7118,7129.75,91213
1768244400,7129.75,7138.75,7127,7129.5,130245
1768251600,7129.5,7132.25,7123.25,7125,26939
1768258800,7126,7127.75,7115.5,7116,20248
1768266000,7116,7123,7112.25,7120.75,16097
1768273200,7120.5,7123.25,7118.5,7122,6199
1768280400,7122,7127.5,7120,7124.5,7200
1768287600,7124.75,7126.5,7119.25,7122,8659
1768294800,7122.25,7126,7116,7118.75,10507
1768302000,7118.5,7125,7117.25,7120,15579
1768309200,7120.25,7150,7113.5,7119,224204
1768316400,7118.75,7128.75,7096.75,7126,376300
1768323600,7125.75,7128,7100.5,7104.25,227863
1768330800,7104.5,7116.5,7090.25,7114.25,214154
1768338000,7114.5,7117.75,7111.75,7112.5,20243
1768345200,7112.25,7116.25,7109.5,7113,13552
1768352400,7112.75,7114,7104.5,7108.25,11214
1768359600,7108.25,7113.75,7102.5,7104,8224
1768366800,7104,7105,7096.75,7102.75,10789
1768374000,7102.75,7105.75,7099.5,7103,10973
1768381200,7103.25,7107.5,7080.75,7085,28206
1768388400,7085,7094.5,7077,7089.5,34242
1768395600,7089.25,7095.5,7059,7062.25,231886
1768402800,7062.5,7084.25,7036.5,7041.5,478193
1768410000,7041.25,7058.25,7037.25,7056.5,250834
1768417200,7056.75,7083.5,7049,7081.5,284386
1768424400,7081.75,7084.25,7058.5,7073.75,39107
1768431600,7070.75,7074.5,7063,7071.75,21044
1768438800,7071.75,7078.75,7066,7073.75,15538
1768446000,7073.75,7076.75,7069,7070.5,8493
1768453200,7070.5,7091.25,7070.25,7087.25,23795
1768460400,7087.25,7093.25,7082,7091.75,18633
1768467600,7091.5,7106,7090.5,7103,24718
1768474800,7103,7107.25,7100.75,7106.25,22242
1768482000,7106,7124.75,7102.75,7112.25,184086
1768489200,7112.5,7129.75,7105.75,7126.5,326414
1768496400,7126.25,7130.75,7114.75,7123,154353
1768503600,7123,7123,7088.25,7098.25,298329
1768510800,7098.25,7100,7094.5,7097,23373
1768518000,7098.75,7106,7096.75,7105.5,16790
1768525200,7105.5,7111.75,7102,7111,13284
1768532400,7111,7116.75,7110.25,7116.5,9006
1768539600,7116.75,7117.5,7113.5,7117,7327
1768546800,7117.25,7120.25,7110.25,7113.5,13647
1768554000,7113.5,7117.5,7110.75,7115.25,12616
1768561200,7115.25,7117.75,7101,7105.25,29062
1768568400,7105.25,7115.5,7092.25,7092.5,190497
1768575600,7092.5,7108.5,7074,7100.5,434701
1768582800,7100.25,7106.25,7091.5,7100.25,155175
1768590000,7100.25,7111,7088.5,7090,239425
1768597200,7090,7093.75,7087,7091.5,25892
1768777200,7054.5,7054.5,7024.5,7036.75,72169
1768784400,7036.5,7040.75,7027.75,7036,21057
1768791600,7035.75,7036.25,7027.75,7028.5,14677
1768798800,7028.75,7035.5,7026.25,7029.5,12125
1768806000,7029.25,7038,7017.75,7034.25,38421
1768813200,7034.5,7035.5,7003.75,7007,40107
1768820400,7007,7023.25,7004.75,7019,23326
1768827600,7019,7021.5,7000.75,7013.5,55775
1768834800,7013.25,7026,7008.75,7023.75,73766
1768842000,7023.5,7030.5,7021.75,7026.75,18963
1768863600,7027,7030.25,7009.5,7017.5,33100
1768870800,7017.75,7027.25,7017,7025.75,20297
1768878000,7025.5,7026.75,7015,7017,10168
1768885200,7016.75,7022.75,6992,7001.25,33691
1768892400,7001.5,7003,6970.5,6978,52279
1768899600,6978,6982,6960.5,6976.25,52177
1768906800,6976,7000.5,6975.5,6994.25,48483
1768914000,6994.5,7004,6974,6992,259046
1768921200,6991.75,7018.5,6979,7007.5,386089
1768928400,7007.5,7010,6950,6957.25,257582
1768935600,6957,6962.75,6936,6947,254544
1768942800,6947,6954,6942.75,6951,31144
1768950000,6952.5,6958.75,6943,6957.25,25901
1768957200,6957.5,6965,6956.25,6958.5,21146
1768964400,6958.5,6968.25,6958.25,6963,18195
1768971600,6962.75,6969,6960,6961,11757
1768978800,6960.75,6971.25,6960,6966.25,19702
1768986000,6966.25,6968.75,6948.5,6955.75,26058
1768993200,6955.5,6956.25,6928,6939.25,54730
1769000400,6939.25,6996.75,6929.25,6994.75,275719
1769007600,6994.5,7022.25,6969,6970.5,426718
1769014800,6970.5,6985.25,6950.75,6979.75,355090
1769022000,6979.75,7058.75,6968.5,7024.25,487657
1769029200,7024.25,7033,7023.5,7028.75,23292
1769036400,7031.25,7043.25,7031.25,7040.5,24120
1769043600,7040.5,7048.5,7039,7043,14491
1769050800,7043,7047.5,7041,7043,9789
1769058000,7043,7044,7024.5,7035.25,18083
1769065200,7035.5,7065.75,7028.25,7060.5,35246
1769072400,7060.5,7069.75,7059.75,7064.75,22226
1769079600,7064.5,7068.5,7055.25,7061.25,33142
1769086800,7060.75,7077.25,7043.75,7049,222799
1769094000,7049.25,7075.75,7039,7067.75,300408
1769101200,7067.5,7082.25,7064.5,7070.75,156790
1769108400,7070.75,7080,7046,7059.25,203239
1769115600,7059.5,7062,7049.5,7053.75,20923
1769122800,7052.75,7063.5,7047,7063.25,22568
1769130000,7063.25,7070.5,7062.5,7065.5,16369
1769137200,7065.25,7072.5,7065,7071.25,9236
1769144400,7071.75,7077,7070.5,7071,7546
1769151600,7071,7074,7048.75,7051.5,21657
1769158800,7051.75,7056.25,7038.75,7043,26675
1769166000,7043.5,7057.25,7042.5,7053.75,39626
1769173200,7053.75,7056,7038.25,7055.75,156250
1769180400,7055.75,7077.5,7049.5,7065.25,275356
1769187600,7065.25,7071.5,7044.5,7057,214012
1769194800,7057,7069.75,7052.5,7059,181122
1769202000,7059,7059.5,7045.75,7047.5,24406
1769382000,7022.75,7038.5,6993.75,7033.25,67130
1769389200,7033,7047,7030.75,7036.75,32004
1769396400,7036.5,7045.5,7036.5,7040,17982
1769403600,7040.25,7052.5,7038.25,7047.25,16374
1769410800,7047.5,7062.75,7046.75,7061.5,18402
1769418000,7061.5,7063.75,7035.25,7047.75,30889
1769425200,7048,7058.25,7045.75,7054.25,21178
1769432400,7054.25,7093.5,7051,7089.75,149635
1769439600,7089.75,7101.5,7084.5,7098.25,227755
1769446800,7098.25,7108.75,7096.25,7103,118316
1769454000,7103,7107.25,7093,7094,121578
1769461200,7094,7096.5,7089.25,7090.5,26764
1769468400,7090.5,7097.5,7085.75,7096.75,19531
1769475600,7097,7110.75,7095.25,7110.5,14950
1769482800,7110.25,7117,7109.5,7114,11039
1769490000,7114,7120.25,7110.25,7114.25,12293
1769497200,7114.25,7117.5,7107.75,7110.75,17064
1769504400,7110.75,7114,7108.25,7112.5,15500
1769511600,7112.75,7117.25,7108,7110.75,20252
1769518800,7110.5,7121.25,7101.75,7118.75,129630
1769526000,7118.5,7132.25,7111.5,7126.5,182269
1769533200,7126.5,7128.75,7115.5,7126.75,132859
1769540400,7126.75,7130.75,7121,7122.25,98174
1769547600,7122.25,7125.5,7119,7122.75,22633
1769554800,7123,7140,7122.75,7138.25,21550
1769562000,7138.25,7141,7135.75,7139.5,12232
1769569200,7139.25,7141.25,7137.25,7140.5,7568
1769576400,7140.5,7156.75,7140.25,7148.25,26158
1769583600,7148.25,7152.5,7139.5,7141,20168
1769590800,7141,7150,7140,7148.75,15040
1769598000,7149,7149,7135.5,7136.25,31488
1769605200,7136.5,7144.75,7131,7137,123964
1769612400,7137,7139.25,7110.5,7112.75,241393
1769619600,7112.75,7122.5,7110.5,7117.5,114848
1769626800,7115.5,7128.5,7103,7120,179286
1769634000,7120,7136.5,7090.75,7130.25,53330
1769641200,7133.5,7135.25,7099,7112.75,52716
1769648400,7113,7119.75,7100.5,7116.25,23664
1769655600,7116.5,7129.75,7116.5,7128.75,11467
1769662800,7128.75,7137.5,7125.75,7133.25,12757
1769670000,7133.25,7143,7131.25,7138.25,25213
1769677200,7138.25,7142.75,7126.25,7127.25,21386
1769684400,7127.25,7137.5,7123.5,7132.25,31129
1769691600,7132.5,7140.5,7079,7080,207709
1769698800,7080.25,7080.75,7011.5,7051,515751
1769706000,7051,7082.25,7050,7069.75,255159
1769713200,7069.75,7112.5,7066.25,7103.25,191343
1769720400,7103.25,7116,7098.75,7103.5,35944
1769727600,7105,7108.5,7081,7090.25,50729
1769734800,7090.75,7091.25,7056.75,7074.5,43257
1769742000,7074.5,7087,7074.25,7079,22382
1769749200,7079.25,7083.75,7048.5,7051.5,22998
1769756400,7051,7063.25,7039.5,7054.5,37241
1769763600,7055,7058.75,7031,7052,35099
1769770800,7052.5,7089.25,7051.75,7075,48904
1769778000,7074.75,7099,7060.75,7078.75,168537
1769785200,7078.5,7104.25,7064,7068,333410
1769792400,7068.25,7082.5,7032.25,7075.5,296142
1769799600,7075.5,7090.25,7054.25,7081.5,248649
1769806800,7081.25,7087,7071,7074.75,23205
1769986800,7053,7079,7031.25,7072,83418
1769994000,7072.25,7076.5,7018.5,7020,75769
1770001200,7020,7023.5,6986,7010.5,62041
1770008400,7010.5,7011.25,6977.75,6988.75,45232
1770015600,6988.75,7034.5,6988.25,7031,45152
1770022800,7031,7043.25,7020.75,7030.75,34093
1770030000,7030.75,7058.25,7029.25,7050,33680
1770037200,7049.75,7100,7043.25,7087.5,175789
1770044400,7087.5,7120,7084.25,7118.75,249651
1770051600,7118.75,7131,7117.5,7126.5,118755
1770058800,7126.25,7130.25,7111.5,7116.5,162389
1770066000,7116.5,7120.75,7111,7116.5,27937
1770073200,7117.75,7136.75,7116,7132,34159
1770080400,7131.75,7137,7121.5,7126.25,20605
1770087600,7126,7136.5,7124,7135.75,13199
1770094800,7135.75,7138.25,7129.5,7135.25,11494
1770102000,7135,7140.75,7129.5,7131.25,18994
1770109200,7131,7136.75,7123.5,7124.75,18116
1770116400,7124.75,7136.75,7120.5,7133.5,27792
1770123600,7133.5,7135.25,7093.5,7095.5,178543
1770130800,7095.5,7097.5,7062.5,7066.25,429537
1770138000,7066.25,7067.5,7007.75,7008,325584
1770145200,7008,7057.5,6999.75,7054.5,338471
1770152400,7054.25,7059.5,7045.25,7052,36691
1770159600,7049.25,7058,7045,7047.5,27424
1770166800,7047.75,7064.75,7047.75,7056.25,24073
1770174000,7056,7063,7054,7059.25,13697
1770181200,7059.5,7072.5,7055.25,7068.75,12864
1770188400,7068.75,7074.5,7054.5,7060,26068
1770195600,7059.75,7067.75,7046,7063.5,30482
1770202800,7063.75,7079,7060.75,7065.75,30542
1770210000,7065.75,7074,7037.25,7040.75,186412
1770217200,7040.75,7067.75,7002,7024.75,482281
1770224400,7024.5,7030,6976,7005.25,386501
1770231600,7005.25,7046.75,6992.25,7019.75,285060
1770238800,7020.25,7054.75,7004.25,7042.25,39616
1770246000,7030.25,7043.75,7025,7038,32606
